month,day,hour,base_price_€kWh,final_price_€kWh
7,6,20,0.3033,0.3007
7,6,21,0.2772,0.1667
7,6,22,0.196,0.2166
7,6,23,0.145,0.124
7,7,0,0.1153,0.1407
7,7,1,0.0956,0.0956
7,7,2,0.0847,0.0931
7,7,3,0.0799,0.0607
7,7,4,0.0855,0.0729
7,7,5,0.0936,0.0829
7,7,6,0.1278,0.1552
7,7,7,0.1701,0.2414
7,7,8,0.1054,0.0842
7,7,9,0.0722,0.0916
7,7,10,0.1434,0.0656
7,7,11,0.1423,0.0998
7,7,12,0.1422,0.1081
7,7,13,0.1396,0.0924
7,7,14,0.0683,0.0413
7,7,15,0.0682,0.0752
7,7,16,0.0689,0.0652
7,7,17,0.0679,0.0743
7,7,18,0.1793,0.2103
7,7,19,0.3013,0.3213
7,7,20,0.3033,0.3531
7,7,21,0.2772,0.2724
7,7,22,0.196,0.1379
7,7,23,0.145,0.1833
7,8,0,0.1153,0.0983
7,8,1,0.0956,0.0732
7,8,2,0.0847,0.0809
7,8,3,0.0799,0.0616
7,8,4,0.0855,0.0766
7,8,5,0.0936,0.1017
7,8,6,0.1278,0.139
7,8,7,0.1701,0.1319
7,8,8,0.1054,0.0925
7,8,9,0.0722,0.0915
7,8,10,0.1434,0.1612
7,8,11,0.1423,0.2162
7,8,12,0.1422,0.1842
7,8,13,0.1396,0.1795
7,8,14,0.0683,0.0446
7,8,15,0.0682,0.0812
7,8,16,0.0689,0.0679
7,8,17,0.0679,0.0585
7,8,18,0.1793,0.1868
7,8,19,0.3013,0.3725
7,8,20,0.3033,0.3412
7,8,21,0.2772,0.2163
7,8,22,0.196,0.2324
7,8,23,0.145,0.1219
7,9,0,0.1153,0.1215
7,9,1,0.0956,0.0883
7,9,2,0.0847,0.0801
7,9,3,0.0799,0.0952
7,9,4,0.0855,0.0632
7,9,5,0.0936,0.1391
7,9,6,0.1278,0.0696
7,9,7,0.1701,0.1447
7,9,8,0.1054,0.1151
7,9,9,0.0722,0.0827
7,9,10,0.1434,0.1398
7,9,11,0.1423,0.1403
7,9,12,0.1422,0.1568
7,9,13,0.1396,0.1315
7,9,14,0.0683,0.0921
7,9,15,0.0682,0.0825
7,9,16,0.0689,0.0839
7,9,17,0.0679,0.0515
7,9,18,0.1793,0.1757
7,9,19,0.3013,0.2787
7,9,20,0.3033,0.227
7,9,21,0.2772,0.3022
7,9,22,0.196,0.1697
7,9,23,0.145,0.1687
7,10,0,0.1153,0.0844
7,10,1,0.0956,0.1367
7,10,2,0.0847,0.0657
7,10,3,0.0799,0.0842
7,10,4,0.0855,0.1024
7,10,5,0.0936,0.0803
7,10,6,0.1278,0.1551
7,10,7,0.1701,0.1178
7,10,8,0.1054,0.1436
7,10,9,0.0722,0.0724
7,10,10,0.1434,0.1221
7,10,11,0.1423,0.1317
7,10,12,0.1422,0.171
7,10,13,0.1396,0.1192
7,10,14,0.0683,0.0555
7,10,15,0.0682,0.0644
7,10,16,0.0689,0.0486
7,10,17,0.0679,0.0988
7,10,18,0.1793,0.1539
7,10,19,0.3013,0.3639
7,10,20,0.3033,0.3192
7,10,21,0.2772,0.209
7,10,22,0.196,0.1957
7,10,23,0.145,0.1734
7,11,0,0.1153,0.1099
7,11,1,0.0956,0.1241
7,11,2,0.0847,0.1063
7,11,3,0.0799,0.0982
7,11,4,0.0855,0.0756
7,11,5,0.0936,0.0683
7,11,6,0.1278,0.1082
7,11,7,0.1701,0.1784
7,11,8,0.1054,0.1198
7,11,9,0.0722,0.033
7,11,10,0.1434,0.1431
7,11,11,0.1423,0.148
7,11,12,0.1422,0.1324
7,11,13,0.1396,0.1847
7,11,14,0.0683,0.0755
7,11,15,0.0682,0.0905
7,11,16,0.0689,0.0651
7,11,17,0.0679,0.0838
7,11,18,0.1793,0.2526
7,11,19,0.3013,0.4001
7,11,20,0.3033,0.2205
7,11,21,0.2772,0.2596
7,11,22,0.196,0.1791
7,11,23,0.145,0.1627
7,12,0,0.1153,0.1351
7,12,1,0.0956,0.0755
7,12,2,0.0847,0.0861
7,12,3,0.0799,0.0395
7,12,4,0.0855,0.1163
7,12,5,0.0936,0.0816
7,12,6,0.1278,0.1296
7,12,7,0.1701,0.1569
7,12,8,0.1054,0.1356
7,12,9,0.0722,0.021
7,12,10,0.1434,0.1428
7,12,11,0.1423,0.1386
7,12,12,0.1422,0.1261
7,12,13,0.1396,0.1998
7,12,14,0.0683,0.0532
7,12,15,0.0682,0.0814
7,12,16,0.0689,0.075
7,12,17,0.0679,0.0893
7,12,18,0.1793,0.1494
7,12,19,0.3013,0.2461
7,12,20,0.3033,0.3864
7,12,21,0.2772,0.3067
7,12,22,0.196,0.1203
7,12,23,0.145,0.1254
7,13,0,0.1153,0.1264
7,13,1,0.0956,0.1156
7,13,2,0.0847,0.0703
7,13,3,0.0799,0.0217
7,13,4,0.0855,0.0966
7,13,5,0.0936,0.0651
7,13,6,0.1278,0.0634
7,13,7,0.1701,0.0496
7,13,8,0.1054,0.1268
7,13,9,0.0722,0.0745
7,13,10,0.1434,0.1353
7,13,11,0.1423,0.1918
7,13,12,0.1422,0.1649
7,13,13,0.1396,0.196
7,13,14,0.0683,0.0445
7,13,15,0.0682,0.0676
7,13,16,0.0689,0.041
7,13,17,0.0679,0.064
7,13,18,0.1793,0.1682
7,13,19,0.3013,0.3485
7,13,20,0.3033,0.3067
7,13,21,0.2772,0.3204
7,13,22,0.196,0.2305
7,13,23,0.145,0.2231
7,14,0,0.1153,0.1062
7,14,1,0.0956,0.0731
7,14,2,0.0847,0.0899
7,14,3,0.0799,0.0638
7,14,4,0.0855,0.1171
7,14,5,0.0936,0.087
7,14,6,0.1278,0.1097
7,14,7,0.1701,0.15
7,14,8,0.1054,0.1243
7,14,9,0.0722,0.0693
7,14,10,0.1434,0.1204
7,14,11,0.1423,0.2016
7,14,12,0.1422,0.1118
7,14,13,0.1396,0.1408
7,14,14,0.0683,0.0794
7,14,15,0.0682,0.0404
7,14,16,0.0689,0.0771
7,14,17,0.0679,0.05
7,14,18,0.1793,0.2162
7,14,19,0.3013,0.2288
7,14,20,0.3033,0.3558
7,14,21,0.2772,0.3538
7,14,22,0.196,0.2382
7,14,23,0.145,0.1541
7,15,0,0.1153,0.1086
7,15,1,0.0956,0.0818
7,15,2,0.0847,0.1158
7,15,3,0.0799,0.0659
7,15,4,0.0855,0.0633
7,15,5,0.0936,0.1092
7,15,6,0.1278,0.1024
7,15,7,0.1701,0.1297
7,15,8,0.1054,0.0673
7,15,9,0.0722,0.0634
7,15,10,0.1434,0.1405
7,15,11,0.1423,0.151
7,15,12,0.1422,0.1761
7,15,13,0.1396,0.158
7,15,14,0.0683,0.0651
7,15,15,0.0682,0.0648
7,15,16,0.0689,0.0776
7,15,17,0.0679,0.0895
7,15,18,0.1793,0.185
7,15,19,0.3013,0.266
7,15,20,0.3033,0.228
7,15,21,0.2772,0.177
7,15,22,0.196,0.2287
7,15,23,0.145,0.1659
7,16,0,0.1153,0.1319
7,16,1,0.0956,0.0925
7,16,2,0.0847,0.1145
7,16,3,0.0799,0.0702
7,16,4,0.0855,0.1059
7,16,5,0.0936,0.0927
7,16,6,0.1278,0.1084
7,16,7,0.1701,0.1953
7,16,8,0.1054,0.1162
7,16,9,0.0722,0.0786
7,16,10,0.1434,0.1464
7,16,11,0.1423,0.141
7,16,12,0.1422,0.2272
7,16,13,0.1396,0.1809
7,16,14,0.0683,0.0807
7,16,15,0.0682,0.0701
7,16,16,0.0689,0.0862
7,16,17,0.0679,0.0767
7,16,18,0.1793,0.1805
7,16,19,0.3013,0.2784
7,16,20,0.3033,0.2971
7,16,21,0.2772,0.0575
7,16,22,0.196,0.2063
7,16,23,0.145,0.1273
7,17,0,0.1153,0.1612
7,17,1,0.0956,0.0961
7,17,2,0.0847,0.0595
7,17,3,0.0799,0.0789
7,17,4,0.0855,0.0631
7,17,5,0.0936,0.1047
7,17,6,0.1278,0.1371
7,17,7,0.1701,0.2108
7,17,8,0.1054,0.0845
7,17,9,0.0722,0.0728
7,17,10,0.1434,0.0945
7,17,11,0.1423,0.1673
7,17,12,0.1422,0.1607
7,17,13,0.1396,0.1569
7,17,14,0.0683,0.0683
7,17,15,0.0682,0.0753
7,17,16,0.0689,0.0965
7,17,17,0.0679,0.063
7,17,18,0.1793,0.1855
7,17,19,0.3013,0.2195
7,17,20,0.3033,0.2374
7,17,21,0.2772,0.284
7,17,22,0.196,0.2501
7,17,23,0.145,0.1357
7,18,0,0.1153,0.1085
7,18,1,0.0956,0.0859
7,18,2,0.0847,0.0734
7,18,3,0.0799,0.0857
7,18,4,0.0855,0.0535
7,18,5,0.0936,0.1236
7,18,6,0.1278,0.1066
7,18,7,0.1701,0.2008
7,18,8,0.1054,0.0719
7,18,9,0.0722,0.0842
7,18,10,0.1434,0.1675
7,18,11,0.1423,0.156
7,18,12,0.1422,0.1069
7,18,13,0.1396,0.1483
7,18,14,0.0683,0.0481
7,18,15,0.0682,0.0639
7,18,16,0.0689,0.0866
7,18,17,0.0679,0.0814
7,18,18,0.1793,0.18
7,18,19,0.3013,0.2279
7,18,20,0.3033,0.3522
7,18,21,0.2772,0.2785
7,18,22,0.196,0.0823
7,18,23,0.145,0.1733
7,19,0,0.1153,0.1146
7,19,1,0.0956,0.1243
7,19,2,0.0847,0.0615
7,19,3,0.0799,0.0164
7,19,4,0.0855,0.0914
7,19,5,0.0936,0.1004
7,19,6,0.1278,0.0738
7,19,7,0.1701,0.1285
7,19,8,0.1054,0.178
7,19,9,0.0722,0.0666
7,19,10,0.1434,0.1697
7,19,11,0.1423,0.1192
7,19,12,0.1422,0.0679
7,19,13,0.1396,0.1336
7,19,14,0.0683,0.0638
7,19,15,0.0682,0.0614
7,19,16,0.0689,0.0669
7,19,17,0.0679,0.0724
7,19,18,0.1793,0.1726
7,19,19,0.3013,0.2061
7,19,20,0.3033,0.3401
7,19,21,0.2772,0.1421
7,19,22,0.196,0.0955
7,19,23,0.145,0.1718
7,20,0,0.1153,0.1299
7,20,1,0.0956,0.0942
7,20,2,0.0847,0.0552
7,20,3,0.0799,0.0657
7,20,4,0.0855,0.0799
7,20,5,0.0936,0.0563
7,20,6,0.1278,0.1042
7,20,7,0.1701,0.1978
7,20,8,0.1054,0.143
7,20,9,0.0722,0.0646
7,20,10,0.1434,0.1706
7,20,11,0.1423,0.0742
7,20,12,0.1422,0.1657
7,20,13,0.1396,0.1115
7,20,14,0.0683,0.0736
7,20,15,0.0682,0.064
7,20,16,0.0689,0.0916
7,20,17,0.0679,0.053
7,20,18,0.1793,0.2074
7,20,19,0.3013,0.2802
7,20,20,0.3033,0.2913
7,20,21,0.2772,0.2645
7,20,22,0.196,0.1546
7,20,23,0.145,0.1445
7,21,0,0.1153,0.1135
7,21,1,0.0956,0.1014
7,21,2,0.0847,0.0865
7,21,3,0.0799,0.0958
7,21,4,0.0855,0.1052
7,21,5,0.0936,0.069
7,21,6,0.1278,0.1556
7,21,7,0.1701,0.1196
7,21,8,0.1054,0.1209
7,21,9,0.0722,0.0833
7,21,10,0.1434,0.0749
7,21,11,0.1423,0.1456
7,21,12,0.1422,0.1256
7,21,13,0.1396,0.1131
7,21,14,0.0683,0.0914
7,21,15,0.0682,0.0571
7,21,16,0.0689,0.055
7,21,17,0.0679,0.0692
7,21,18,0.1793,0.21
7,21,19,0.3013,0.2906
7,21,20,0.3033,0.3917
7,21,21,0.2772,0.314
7,21,22,0.196,0.0893
7,21,23,0.145,0.1258
7,22,0,0.1153,0.0991
7,22,1,0.0956,0.107
7,22,2,0.0847,0.0291
7,22,3,0.0799,0.1308
7,22,4,0.0855,0.0968
7,22,5,0.0936,0.0971
7,22,6,0.1278,0.1656
7,22,7,0.1701,0.2697
7,22,8,0.1054,0.1283
7,22,9,0.0722,0.0893
7,22,10,0.1434,0.1481
7,22,11,0.1423,0.1373
7,22,12,0.1422,0.1253
7,22,13,0.1396,0.1108
7,22,14,0.0683,0.0566
7,22,15,0.0682,0.0452
7,22,16,0.0689,0.0676
7,22,17,0.0679,0.0393
7,22,18,0.1793,0.1879
7,22,19,0.3013,0.2986
7,22,20,0.3033,0.3144
7,22,21,0.2772,0.241
7,22,22,0.196,0.3468
7,22,23,0.145,0.1943
7,23,0,0.1153,0.0794
7,23,1,0.0956,0.1012
7,23,2,0.0847,0.0718
7,23,3,0.0799,0.0596
7,23,4,0.0855,0.0568
7,23,5,0.0936,0.1037
7,23,6,0.1278,0.106
7,23,7,0.1701,0.2112
7,23,8,0.1054,0.1316
7,23,9,0.0722,0.0969
7,23,10,0.1434,0.1129
7,23,11,0.1423,0.1593
7,23,12,0.1422,0.1647
7,23,13,0.1396,0.123
7,23,14,0.0683,0.0551
7,23,15,0.0682,0.0956
7,23,16,0.0689,0.0728
7,23,17,0.0679,0.0787
7,23,18,0.1793,0.1425
7,23,19,0.3013,0.2095
7,23,20,0.3033,0.2601
7,23,21,0.2772,0.2686
7,23,22,0.196,0.1439
7,23,23,0.145,0.1446
7,24,0,0.1153,0.0666
7,24,1,0.0956,0.0688
7,24,2,0.0847,0.0989
7,24,3,0.0799,0.0919
7,24,4,0.0855,0.0771
7,24,5,0.0936,0.0698
7,24,6,0.1278,0.095
7,24,7,0.1701,0.1542
7,24,8,0.1054,0.1224
7,24,9,0.0722,0.0889
7,24,10,0.1434,0.1256
7,24,11,0.1423,0.1013
7,24,12,0.1422,0.1518
7,24,13,0.1396,0.1109
7,24,14,0.0683,0.0595
7,24,15,0.0682,0.0908
7,24,16,0.0689,0.0831
7,24,17,0.0679,0.0706
7,24,18,0.1793,0.1223
7,24,19,0.3013,0.3172
7,24,20,0.3033,0.3838
7,24,21,0.2772,0.2512
7,24,22,0.196,0.2622
7,24,23,0.145,0.1918
7,25,0,0.1153,0.1632
7,25,1,0.0956,0.1029
7,25,2,0.0847,0.0971
7,25,3,0.0799,0.1081
7,25,4,0.0855,0.095
7,25,5,0.0936,0.0819
7,25,6,0.1278,0.1135
7,25,7,0.1701,0.1802
7,25,8,0.1054,0.0714
7,25,9,0.0722,0.0696
7,25,10,0.1434,0.1828
7,25,11,0.1423,0.0644
7,25,12,0.1422,0.1968
7,25,13,0.1396,0.1788
7,25,14,0.0683,0.0605
7,25,15,0.0682,0.0775
7,25,16,0.0689,0.0689
7,25,17,0.0679,0.0887
7,25,18,0.1793,0.2233
7,25,19,0.3013,0.1958
7,25,20,0.3033,0.3478
7,25,21,0.2772,0.2629
7,25,22,0.196,0.2001
7,25,23,0.145,0.1186
7,26,0,0.1153,0.1657
7,26,1,0.0956,0.1204
7,26,2,0.0847,0.069
7,26,3,0.0799,0.0532
7,26,4,0.0855,0.0772
7,26,5,0.0936,0.1038
7,26,6,0.1278,0.1355
7,26,7,0.1701,0.2233
7,26,8,0.1054,0.1262
7,26,9,0.0722,0.0897
7,26,10,0.1434,0.1552
7,26,11,0.1423,0.0929
7,26,12,0.1422,0.1353
7,26,13,0.1396,0.1766
7,26,14,0.0683,0.0674
7,26,15,0.0682,0.0768
7,26,16,0.0689,0.0634
7,26,17,0.0679,0.0504
7,26,18,0.1793,0.1738
7,26,19,0.3013,0.3246
7,26,20,0.3033,0.2536
7,26,21,0.2772,0.2609
7,26,22,0.196,0.15
7,26,23,0.145,0.1855
7,27,0,0.1153,0.1068
7,27,1,0.0956,0.1303
7,27,2,0.0847,0.1171
7,27,3,0.0799,0.0782
7,27,4,0.0855,0.0639
7,27,5,0.0936,0.0448
7,27,6,0.1278,0.0808
7,27,7,0.1701,0.1117
7,27,8,0.1054,0.1417
7,27,9,0.0722,0.0742
7,27,10,0.1434,0.1574
7,27,11,0.1423,0.0633
7,27,12,0.1422,0.0996
7,27,13,0.1396,0.1705
7,27,14,0.0683,0.0732
7,27,15,0.0682,0.0657
7,27,16,0.0689,0.0786
7,27,17,0.0679,0.0956
7,27,18,0.1793,0.1694
7,27,19,0.3013,0.3065
7,27,20,0.3033,0.3179
7,27,21,0.2772,0.443
7,27,22,0.196,0.0931
7,27,23,0.145,0.1697
7,28,0,0.1153,0.112
7,28,1,0.0956,0.1091
7,28,2,0.0847,0.0708
7,28,3,0.0799,0.0789
7,28,4,0.0855,0.1007
7,28,5,0.0936,0.1665
7,28,6,0.1278,0.1536
7,28,7,0.1701,0.134
7,28,8,0.1054,0.0942
7,28,9,0.0722,0.064
7,28,10,0.1434,0.079
7,28,11,0.1423,0.1306
7,28,12,0.1422,0.1683
7,28,13,0.1396,0.0951
7,28,14,0.0683,0.0862
7,28,15,0.0682,0.0765
7,28,16,0.0689,0.0562
7,28,17,0.0679,0.0655
7,28,18,0.1793,0.2509
7,28,19,0.3013,0.3565
7,28,20,0.3033,0.3039
7,28,21,0.2772,0.2607
7,28,22,0.196,0.1998
7,28,23,0.145,0.1264
7,29,0,0.1153,0.0546
7,29,1,0.0956,0.1444
7,29,2,0.0847,0.088
7,29,3,0.0799,0.0878
7,29,4,0.0855,0.0842
7,29,5,0.0936,0.0764
7,29,6,0.1278,0.1219
7,29,7,0.1701,0.1021
7,29,8,0.1054,0.1654
7,29,9,0.0722,0.0499
7,29,10,0.1434,0.1064
7,29,11,0.1423,0.1267
7,29,12,0.1422,0.188
7,29,13,0.1396,0.1401
7,29,14,0.0683,0.0472
7,29,15,0.0682,0.0896
7,29,16,0.0689,0.0814
7,29,17,0.0679,0.077
7,29,18,0.1793,0.2114
7,29,19,0.3013,0.4816
7,29,20,0.3033,0.4689
7,29,21,0.2772,0.2296
7,29,22,0.196,0.2756
7,29,23,0.145,0.1589
7,30,0,0.1153,0.1297
7,30,1,0.0956,0.0551
7,30,2,0.0847,0.0811
7,30,3,0.0799,0.0636
7,30,4,0.0855,0.1032
7,30,5,0.0936,0.1187
7,30,6,0.1278,0.0615
7,30,7,0.1701,0.1691
7,30,8,0.1054,0.1349
7,30,9,0.0722,0.0688
7,30,10,0.1434,0.1696
7,30,11,0.1423,0.1548
7,30,12,0.1422,0.1544
7,30,13,0.1396,0.1301
7,30,14,0.0683,0.0475
7,30,15,0.0682,0.0491
7,30,16,0.0689,0.0811
7,30,17,0.0679,0.0682
7,30,18,0.1793,0.1731
7,30,19,0.3013,0.2694
7,30,20,0.3033,0.2801
7,30,21,0.2772,0.3498
7,30,22,0.196,0.1796
7,30,23,0.145,0.0964
7,31,0,0.1153,0.1367
7,31,1,0.0956,0.0907
7,31,2,0.0847,0.0854
7,31,3,0.0799,0.112
7,31,4,0.0855,0.085
7,31,5,0.0936,0.1004
7,31,6,0.1278,0.0901
7,31,7,0.1701,0.1607
7,31,8,0.1054,0.1214
7,31,9,0.0722,0.0441
7,31,10,0.1434,0.1506
7,31,11,0.1423,0.1459
7,31,12,0.1422,0.1437
7,31,13,0.1396,0.1758
7,31,14,0.0683,0.074
7,31,15,0.0682,0.0934
7,31,16,0.0689,0.0518
7,31,17,0.0679,0.0702
7,31,18,0.1793,0.1831
7,31,19,0.3013,0.2208
7,31,20,0.3033,0.3758
7,31,21,0.2772,0.4383
7,31,22,0.196,0.1952
7,31,23,0.145,0.1633
8,1,0,0.11,0.1124
8,1,1,0.0912,0.075
8,1,2,0.0809,0.044
8,1,3,0.0762,0.0628
8,1,4,0.0816,0.0532
8,1,5,0.0894,0.1274
8,1,6,0.122,0.1185
8,1,7,0.1623,0.1483
8,1,8,0.1006,0.1229
8,1,9,0.0689,0.0496
8,1,10,0.1369,0.1107
8,1,11,0.1359,0.1382
8,1,12,0.1358,0.1707
8,1,13,0.1332,0.15
8,1,14,0.0652,0.0693
8,1,15,0.0651,0.0664
8,1,16,0.0657,0.0723
8,1,17,0.0648,0.0681
8,1,18,0.1712,0.1271
8,1,19,0.2876,0.2909
8,1,20,0.2895,0.2118
8,1,21,0.2646,0.27
8,1,22,0.1871,0.1646
8,1,23,0.1384,0.2262
8,2,0,0.11,0.1089
8,2,1,0.0912,0.0592
8,2,2,0.0809,0.0781
8,2,3,0.0762,0.0861
8,2,4,0.0816,0.1157
8,2,5,0.0894,0.0762
8,2,6,0.122,0.0737
8,2,7,0.1623,0.1955
8,2,8,0.1006,0.0659
8,2,9,0.0689,0.0614
8,2,10,0.1369,0.1281
8,2,11,0.1359,0.1335
8,2,12,0.1358,0.1592
8,2,13,0.1332,0.1105
8,2,14,0.0652,0.0607
8,2,15,0.0651,0.0649
8,2,16,0.0657,0.0682
8,2,17,0.0648,0.0664
8,2,18,0.1712,0.1898
8,2,19,0.2876,0.3483
8,2,20,0.2895,0.3179
8,2,21,0.2646,0.2946
8,2,22,0.1871,0.1131
8,2,23,0.1384,0.1401
8,3,0,0.11,0.1232
8,3,1,0.0912,0.1079
8,3,2,0.0809,0.0669
8,3,3,0.0762,0.0637
8,3,4,0.0816,0.0699
8,3,5,0.0894,0.1013
8,3,6,0.122,0.1535
8,3,7,0.1623,0.1458
8,3,8,0.1006,0.1234
8,3,9,0.0689,0.071
8,3,10,0.1369,0.1327
8,3,11,0.1359,0.1287
8,3,12,0.1358,0.1611
8,3,13,0.1332,0.1441
8,3,14,0.0652,0.1023
8,3,15,0.0651,0.0512
8,3,16,0.0657,0.0742
8,3,17,0.0648,0.0562
8,3,18,0.1712,0.134
8,3,19,0.2876,0.2868
8,3,20,0.2895,0.2994
8,3,21,0.2646,0.4576
8,3,22,0.1871,0.1785
8,3,23,0.1384,0.0993
8,4,0,0.11,0.1176
8,4,1,0.0912,0.0439
8,4,2,0.0809,0.079
8,4,3,0.0762,0.0765
8,4,4,0.0816,0.0978
8,4,5,0.0894,0.1111
8,4,6,0.122,0.1066
8,4,7,0.1623,0.1562
8,4,8,0.1006,0.0813
8,4,9,0.0689,0.0495
8,4,10,0.1369,0.1475
8,4,11,0.1359,0.0926
8,4,12,0.1358,0.1217
8,4,13,0.1332,0.1001
8,4,14,0.0652,0.0742
8,4,15,0.0651,0.0944
8,4,16,0.0657,0.0443
8,4,17,0.0648,0.0348
8,4,18,0.1712,0.1658
8,4,19,0.2876,0.2887
8,4,20,0.2895,0.3053
8,4,21,0.2646,0.2351
8,4,22,0.1871,0.1777
8,4,23,0.1384,0.1511
8,5,0,0.11,0.1387
8,5,1,0.0912,0.0466
8,5,2,0.0809,0.0734
8,5,3,0.0762,0.0803
8,5,4,0.0816,0.0629
8,5,5,0.0894,0.128
8,5,6,0.122,0.1026
8,5,7,0.1623,0.1607
8,5,8,0.1006,0.1146
8,5,9,0.0689,0.0587
8,5,10,0.1369,0.0737
8,5,11,0.1359,0.1213
8,5,12,0.1358,0.1707
8,5,13,0.1332,0.122
8,5,14,0.0652,0.0514
8,5,15,0.0651,0.0802
8,5,16,0.0657,0.0603
8,5,17,0.0648,0.0565
8,5,18,0.1712,0.1775
8,5,19,0.2876,0.343
8,5,20,0.2895,0.4619
8,5,21,0.2646,0.3193
8,5,22,0.1871,0.2414
8,5,23,0.1384,0.1209
8,6,0,0.11,0.0818
8,6,1,0.0912,0.0927
8,6,2,0.0809,0.083
8,6,3,0.0762,0.0557
8,6,4,0.0816,0.078
8,6,5,0.0894,0.0983
8,6,6,0.122,0.133
8,6,7,0.1623,0.1828
8,6,8,0.1006,0.1079
8,6,9,0.0689,0.0601
8,6,10,0.1369,0.1193
8,6,11,0.1359,0.0951
8,6,12,0.1358,0.1963
8,6,13,0.1332,0.1337
8,6,14,0.0652,0.0615
8,6,15,0.0651,0.05
8,6,16,0.0657,0.114
8,6,17,0.0648,0.0474
8,6,18,0.1712,0.1528
8,6,19,0.2876,0.3175
8,6,20,0.2895,0.3329
8,6,21,0.2646,0.328
8,6,22,0.1871,0.2717
8,6,23,0.1384,0.1559
8,7,0,0.11,0.081
8,7,1,0.0912,0.0854
8,7,2,0.0809,0.0871
8,7,3,0.0762,0.1156
8,7,4,0.0816,0.0531
8,7,5,0.0894,0.1162
8,7,6,0.122,0.1275
8,7,7,0.1623,0.1963
8,7,8,0.1006,0.098
8,7,9,0.0689,0.0544
8,7,10,0.1369,0.1626
8,7,11,0.1359,0.1581
8,7,12,0.1358,0.1688
8,7,13,0.1332,0.1328
8,7,14,0.0652,0.0554
8,7,15,0.0651,0.0397
8,7,16,0.0657,0.0792
8,7,17,0.0648,0.0717
8,7,18,0.1712,0.1298
8,7,19,0.2876,0.2489
8,7,20,0.2895,0.2557
8,7,21,0.2646,0.1665
8,7,22,0.1871,0.1489
8,7,23,0.1384,0.0992
8,8,0,0.11,0.0987
8,8,1,0.0912,0.0744
8,8,2,0.0809,0.048
8,8,3,0.0762,0.1148
8,8,4,0.0816,0.1071
8,8,5,0.0894,0.072
8,8,6,0.122,0.1303
8,8,7,0.1623,0.1793
8,8,8,0.1006,0.1305
8,8,9,0.0689,0.0548
8,8,10,0.1369,0.1743
8,8,11,0.1359,0.1173
8,8,12,0.1358,0.0904
8,8,13,0.1332,0.1574
8,8,14,0.0652,0.0862
8,8,15,0.0651,0.1072
8,8,16,0.0657,0.046
8,8,17,0.0648,0.0761
8,8,18,0.1712,0.1536
8,8,19,0.2876,0.3439
8,8,20,0.2895,0.1831
8,8,21,0.2646,0.1811
8,8,22,0.1871,0.1508
8,8,23,0.1384,0.1411
8,9,0,0.11,0.0924
8,9,1,0.0912,0.1063
8,9,2,0.0809,0.1016
8,9,3,0.0762,0.0877
8,9,4,0.0816,0.1146
8,9,5,0.0894,0.0986
8,9,6,0.122,0.0849
8,9,7,0.1623,0.2177
8,9,8,0.1006,0.0854
8,9,9,0.0689,0.0846
8,9,10,0.1369,0.1908
8,9,11,0.1359,0.1514
8,9,12,0.1358,0.085
8,9,13,0.1332,0.1027
8,9,14,0.0652,0.0868
8,9,15,0.0651,0.0623
8,9,16,0.0657,0.067
8,9,17,0.0648,0.0771
8,9,18,0.1712,0.2009
8,9,19,0.2876,0.3076
8,9,20,0.2895,0.2744
8,9,21,0.2646,0.2439
8,9,22,0.1871,0.2272
8,9,23,0.1384,0.1575
8,10,0,0.11,0.103
8,10,1,0.0912,0.1159
8,10,2,0.0809,0.0782
8,10,3,0.0762,0.06
8,10,4,0.0816,0.0661
8,10,5,0.0894,0.0675
8,10,6,0.122,0.1137
8,10,7,0.1623,0.2124
8,10,8,0.1006,0.0803
8,10,9,0.0689,0.0721
8,10,10,0.1369,0.1144
8,10,11,0.1359,0.127
8,10,12,0.1358,0.0845
8,10,13,0.1332,0.1259
8,10,14,0.0652,0.062
8,10,15,0.0651,0.0739
8,10,16,0.0657,0.0694
8,10,17,0.0648,0.0454
8,10,18,0.1712,0.2175
8,10,19,0.2876,0.3027
8,10,20,0.2895,0.3038
8,10,21,0.2646,0.264
8,10,22,0.1871,0.1629
8,10,23,0.1384,0.1459
8,11,0,0.11,0.1231
8,11,1,0.0912,0.0514
8,11,2,0.0809,0.07
8,11,3,0.0762,0.0714
8,11,4,0.0816,0.0868
8,11,5,0.0894,0.116
8,11,6,0.122,0.0985
8,11,7,0.1623,0.1421
8,11,8,0.1006,0.0877
8,11,9,0.0689,0.0551
8,11,10,0.1369,0.125
8,11,11,0.1359,0.1621
8,11,12,0.1358,0.1
8,11,13,0.1332,0.1475
8,11,14,0.0652,0.0375
8,11,15,0.0651,0.056
8,11,16,0.0657,0.0603
8,11,17,0.0648,0.0919
8,11,18,0.1712,0.1594
8,11,19,0.2876,0.1293
8,11,20,0.2895,0.1448
8,11,21,0.2646,0.2669
8,11,22,0.1871,0.2158
8,11,23,0.1384,0.1514
8,12,0,0.11,0.1146
8,12,1,0.0912,0.1178
8,12,2,0.0809,0.0699
8,12,3,0.0762,0.0933
8,12,4,0.0816,0.0483
8,12,5,0.0894,0.0691
8,12,6,0.122,0.0669
8,12,7,0.1623,0.1512
8,12,8,0.1006,0.0994
8,12,9,0.0689,0.0708
8,12,10,0.1369,0.139
8,12,11,0.1359,0.1044
8,12,12,0.1358,0.1293
8,12,13,0.1332,0.0834
8,12,14,0.0652,0.0874
