month,day,hour,precipitation_mm,water_input_m3
3,31,16,0.03,6335
3,31,17,0.04,9999
3,31,18,0.05,10792
3,31,19,0.09,21325
3,31,20,0.09,19989
3,31,21,0.06,14504
3,31,22,0.06,12482
3,31,23,0.08,17952
4,1,0,0.07,15092
4,1,1,0.06,13312
4,1,2,0.04,9401
4,1,3,0.02,5371
4,1,4,0.01,2916
4,1,5,0.0,780
4,1,6,0.02,4999
4,1,7,0.05,11463
4,1,8,0.14,31482
4,1,9,0.25,56005
4,1,10,0.23,52115
4,1,11,0.15,32803
4,1,12,0.1,23073
4,1,13,0.1,21692
4,1,14,0.06,13228
4,1,15,0.08,19090
4,1,16,0.02,5000
4,1,17,0.06,13118
4,1,18,0.14,31472
4,1,19,0.15,33495
4,1,20,0.12,27868
4,1,21,0.08,19031
4,1,22,0.05,11974
4,1,23,0.12,28072
4,2,0,0.04,9343
4,2,1,0.08,17346
4,2,2,0.02,5384
4,2,3,0.02,3901
4,2,4,0.01,1866
4,2,5,0.01,1199
4,2,6,0.02,3765
4,2,7,0.08,18651
4,2,8,0.22,50361
4,2,9,0.15,33064
4,2,10,0.19,43780
4,2,11,0.12,27904
4,2,12,0.12,27749
4,2,13,0.09,20999
4,2,14,0.06,14038
4,2,15,0.06,14069
4,2,16,0.05,12130
4,2,17,0.05,11941
4,2,18,0.11,24659
4,2,19,0.1,22627
4,2,20,0.1,22262
4,2,21,0.1,23367
4,2,22,0.08,17192
4,2,23,0.1,22757
4,3,0,0.09,19263
4,3,1,0.06,12537
4,3,2,0.03,5746
4,3,3,0.02,4811
4,3,4,0.01,2551
4,3,5,0.0,927
4,3,6,0.02,5533
4,3,7,0.08,17830
4,3,8,0.13,29787
4,3,9,0.22,49328
4,3,10,0.28,63739
4,3,11,0.14,31373
4,3,12,0.1,22832
4,3,13,0.08,17516
4,3,14,0.09,19830
4,3,15,0.05,11971
4,3,16,0.03,7002
4,3,17,0.07,16681
4,3,18,0.13,28316
4,3,19,0.13,28419
4,3,20,0.07,15605
4,3,21,0.12,26163
4,3,22,0.05,10393
4,3,23,0.11,25030
4,4,0,0.05,10606
4,4,1,0.07,15337
4,4,2,0.03,5828
4,4,3,0.02,4943
4,4,4,0.01,2097
4,4,5,0.0,796
4,4,6,0.03,5632
4,4,7,0.09,19588
4,4,8,0.15,34323
4,4,9,0.26,57485
4,4,10,0.28,62450
4,4,11,0.09,20362
4,4,12,0.16,35218
4,4,13,0.1,21444
4,4,14,0.06,12962
4,4,15,0.04,8369
4,4,16,0.04,7964
4,4,17,0.07,15429
4,4,18,0.09,20232
4,4,19,0.2,46071
4,4,20,0.08,18644
4,4,21,0.09,20836
4,4,22,0.04,8613
4,4,23,0.1,22799
4,5,0,0.11,25533
4,5,1,0.05,11220
4,5,2,0.01,2917
4,5,3,0.02,4388
4,5,4,0.01,2318
4,5,5,0.01,1151
4,5,6,0.04,8207
4,5,7,0.05,12242
4,5,8,0.17,39125
4,5,9,0.29,65111
4,5,10,0.1,23213
4,5,11,0.16,36110
4,5,12,0.1,21918
4,5,13,0.09,20473
4,5,14,0.08,18172
4,5,15,0.05,11012
4,5,16,0.03,6947
4,5,17,0.06,12646
4,5,18,0.07,15218
4,5,19,0.11,24361
4,5,20,0.15,34228
4,5,21,0.07,14897
4,5,22,0.07,14628
4,5,23,0.1,23316
4,6,0,0.05,11882
4,6,1,0.05,10415
4,6,2,0.05,10855
4,6,3,0.01,3155
4,6,4,0.01,1847
4,6,5,0.01,1166
4,6,6,0.03,7498
4,6,7,0.07,15668
4,6,8,0.13,28443
4,6,9,0.3,67993
4,6,10,0.27,59968
4,6,11,0.18,41621
4,6,12,0.11,25614
4,6,13,0.07,16676
4,6,14,0.06,13248
4,6,15,0.06,14177
4,6,16,0.04,9234
4,6,17,0.08,16933
4,6,18,0.11,24297
4,6,19,0.09,20873
4,6,20,0.16,36953
4,6,21,0.07,15684
4,6,22,0.05,11336
4,6,23,0.1,22206
4,7,0,0.14,31326
4,7,1,0.1,22288
4,7,2,0.04,9628
4,7,3,0.02,3988
4,7,4,0.01,2369
4,7,5,0.01,1277
4,7,6,0.03,5767
4,7,7,0.11,24223
4,7,8,0.16,35361
4,7,9,0.25,56399
4,7,10,0.22,48756
4,7,11,0.16,36962
4,7,12,0.13,30339
4,7,13,0.08,17674
4,7,14,0.06,14386
4,7,15,0.04,9091
4,7,16,0.04,9278
4,7,17,0.07,14981
4,7,18,0.1,23291
4,7,19,0.21,47436
4,7,20,0.13,29217
4,7,21,0.11,24393
4,7,22,0.04,9117
4,7,23,0.08,18876
4,8,0,0.11,24533
4,8,1,0.07,15201
4,8,2,0.03,7745
4,8,3,0.02,4105
4,8,4,0.01,1297
4,8,5,0.0,952
4,8,6,0.03,7665
4,8,7,0.08,19123
4,8,8,0.17,37624
4,8,9,0.23,50781
4,8,10,0.19,41872
4,8,11,0.12,27918
4,8,12,0.13,29460
4,8,13,0.1,23098
4,8,14,0.08,18776
4,8,15,0.05,10890
4,8,16,0.02,3859
4,8,17,0.07,15979
4,8,18,0.08,18397
4,8,19,0.12,26226
4,8,20,0.15,34331
4,8,21,0.08,18851
4,8,22,0.07,15862
4,8,23,0.11,24123
4,9,0,0.11,24470
4,9,1,0.04,8257
4,9,2,0.05,10892
4,9,3,0.02,4453
4,9,4,0.01,1897
4,9,5,0.0,1082
4,9,6,0.02,3486
4,9,7,0.08,18427
4,9,8,0.11,24833
4,9,9,0.15,33196
4,9,10,0.12,25890
4,9,11,0.19,42740
4,9,12,0.09,21133
4,9,13,0.13,28912
4,9,14,0.06,14480
4,9,15,0.03,7187
4,9,16,0.03,6026
4,9,17,0.07,16413
4,9,18,0.09,20084
4,9,19,0.13,28855
4,9,20,0.14,30429
4,9,21,0.1,23521
4,9,22,0.07,16042
4,9,23,0.13,28467
4,10,0,0.08,19019
4,10,1,0.04,8382
4,10,2,0.03,7495
4,10,3,0.02,4452
4,10,4,0.01,1586
4,10,5,0.0,795
4,10,6,0.03,6809
4,10,7,0.07,16516
4,10,8,0.15,33712
4,10,9,0.18,40646
4,10,10,0.18,39390
4,10,11,0.11,25712
4,10,12,0.14,30660
4,10,13,0.12,26308
4,10,14,0.04,9002
4,10,15,0.04,9625
4,10,16,0.02,5232
4,10,17,0.05,10502
4,10,18,0.09,20463
4,10,19,0.09,21320
4,10,20,0.1,22515
4,10,21,0.07,15653
4,10,22,0.06,13189
4,10,23,0.09,21261
4,11,0,0.08,17128
4,11,1,0.06,13094
4,11,2,0.03,7217
4,11,3,0.02,3896
4,11,4,0.01,2964
4,11,5,0.01,1395
4,11,6,0.02,4233
4,11,7,0.09,20187
4,11,8,0.18,40221
4,11,9,0.16,35759
4,11,10,0.22,50354
4,11,11,0.21,46295
4,11,12,0.08,18041
4,11,13,0.07,16105
4,11,14,0.09,20973
4,11,15,0.06,13390
4,11,16,0.04,9512
4,11,17,0.06,13607
4,11,18,0.1,22940
4,11,19,0.1,22349
4,11,20,0.16,36919
4,11,21,0.12,27010
4,11,22,0.05,11820
4,11,23,0.09,20672
4,12,0,0.06,12899
4,12,1,0.06,14151
4,12,2,0.04,9555
4,12,3,0.02,4115
4,12,4,0.01,2677
4,12,5,0.0,958
4,12,6,0.03,7155
4,12,7,0.06,12457
4,12,8,0.15,33241
4,12,9,0.21,47971
4,12,10,0.2,44152
4,12,11,0.13,30349
4,12,12,0.11,24254
4,12,13,0.11,25215
4,12,14,0.07,14894
4,12,15,0.03,7503
4,12,16,0.05,12016
4,12,17,0.07,16870
4,12,18,0.06,14147
4,12,19,0.17,39204
4,12,20,0.11,25579
4,12,21,0.1,22276
4,12,22,0.06,13462
4,12,23,0.09,19674
4,13,0,0.07,16804
4,13,1,0.05,10375
4,13,2,0.03,6445
4,13,3,0.01,3311
4,13,4,0.01,2055
4,13,5,0.0,858
4,13,6,0.03,7339
4,13,7,0.1,22935
4,13,8,0.13,28589
4,13,9,0.24,53159
4,13,10,0.21,47019
4,13,11,0.17,37384
4,13,12,0.11,25555
4,13,13,0.11,24779
4,13,14,0.08,18735
4,13,15,0.04,8659
4,13,16,0.05,10176
4,13,17,0.07,15321
4,13,18,0.08,16911
4,13,19,0.15,33755
4,13,20,0.15,34257
4,13,21,0.09,19805
4,13,22,0.07,15903
4,13,23,0.15,33249
4,14,0,0.07,16792
4,14,1,0.04,8210
4,14,2,0.04,8994
4,14,3,0.02,4934
4,14,4,0.01,1969
4,14,5,0.01,1425
4,14,6,0.02,4172
4,14,7,0.09,19615
4,14,8,0.13,28373
4,14,9,0.32,71717
4,14,10,0.28,62618
4,14,11,0.12,27029
4,14,12,0.1,21633
4,14,13,0.11,25390
4,14,14,0.07,15101
4,14,15,0.06,12397
4,14,16,0.04,8413
4,14,17,0.03,6521
4,14,18,0.09,20827
4,14,19,0.12,27672
4,14,20,0.11,25651
4,14,21,0.13,28441
4,14,22,0.04,8600
4,14,23,0.11,25148
4,15,0,0.09,19441
4,15,1,0.05,11662
4,15,2,0.04,10011
4,15,3,0.02,4535
4,15,4,0.01,2388
4,15,5,0.01,1298
4,15,6,0.03,5750
4,15,7,0.06,14160
4,15,8,0.11,24367
4,15,9,0.18,39807
4,15,10,0.32,72614
4,15,11,0.19,43843
4,15,12,0.07,16608
4,15,13,0.06,13989
4,15,14,0.08,18733
4,15,15,0.06,14255
4,15,16,0.04,9507
4,15,17,0.05,11740
4,15,18,0.09,20243
4,15,19,0.16,36179
4,15,20,0.13,29887
4,15,21,0.04,9304
4,15,22,0.05,11819
4,15,23,0.07,16451
4,16,0,0.1,21814
4,16,1,0.1,21898
4,16,2,0.04,9128
4,16,3,0.02,3852
4,16,4,0.01,2572
4,16,5,0.01,1171
4,16,6,0.03,6928
4,16,7,0.09,19256
4,16,8,0.23,50630
4,16,9,0.16,35977
4,16,10,0.21,46747
4,16,11,0.11,25694
4,16,12,0.13,28562
4,16,13,0.07,16099
4,16,14,0.07,14975
4,16,15,0.05,11614
4,16,16,0.05,10399
4,16,17,0.07,15419
4,16,18,0.06,14390
4,16,19,0.15,33897
4,16,20,0.11,24068
4,16,21,0.06,14324
4,16,22,0.05,11859
4,16,23,0.09,19287
4,17,0,0.15,33578
4,17,1,0.06,13897
4,17,2,0.02,5480
4,17,3,0.02,3590
4,17,4,0.01,2624
4,17,5,0.01,1591
4,17,6,0.02,3784
4,17,7,0.04,8861
4,17,8,0.22,49079
4,17,9,0.24,55043
4,17,10,0.15,32725
4,17,11,0.17,37907
4,17,12,0.04,8553
4,17,13,0.09,20917
4,17,14,0.08,18089
4,17,15,0.07,15437
4,17,16,0.03,6241
4,17,17,0.06,12808
4,17,18,0.07,16064
4,17,19,0.16,35573
4,17,20,0.1,22709
4,17,21,0.08,18767
4,17,22,0.04,9418
4,17,23,0.11,24301
4,18,0,0.11,25384
4,18,1,0.05,11804
4,18,2,0.04,8439
4,18,3,0.01,2666
4,18,4,0.01,1933
4,18,5,0.0,1032
4,18,6,0.05,10378
4,18,7,0.05,12071
4,18,8,0.2,45678
4,18,9,0.28,62657
4,18,10,0.2,44730
4,18,11,0.21,48139
4,18,12,0.12,27412
4,18,13,0.1,22932
4,18,14,0.07,16497
4,18,15,0.07,16375
4,18,16,0.05,10651
4,18,17,0.05,10578
4,18,18,0.06,14006
4,18,19,0.14,31741
4,18,20,0.1,23406
4,18,21,0.09,20567
4,18,22,0.07,16418
4,18,23,0.08,18510
4,19,0,0.09,20675
4,19,1,0.06,12721
4,19,2,0.05,10133
4,19,3,0.01,1832
4,19,4,0.01,1773
4,19,5,0.0,1100
4,19,6,0.04,8151
4,19,7,0.07,14663
4,19,8,0.08,17751
4,19,9,0.26,57928
4,19,10,0.16,35159
4,19,11,0.1,23493
4,19,12,0.09,21164
4,19,13,0.09,19935
4,19,14,0.06,14191
4,19,15,0.03,5625
4,19,16,0.05,10234
4,19,17,0.07,16536
4,19,18,0.11,24303
4,19,19,0.11,23928
4,19,20,0.12,27785
4,19,21,0.09,20865
4,19,22,0.06,14416
4,19,23,0.11,24391
4,20,0,0.08,17063
4,20,1,0.06,12796
4,20,2,0.04,9315
4,20,3,0.03,5701
4,20,4,0.01,2458
4,20,5,0.01,1251
4,20,6,0.03,6401
4,20,7,0.1,22615
4,20,8,0.16,36864
4,20,9,0.17,39360
4,20,10,0.25,56462
4,20,11,0.17,39272
4,20,12,0.1,22301
4,20,13,0.08,18394
4,20,14,0.08,17959
4,20,15,0.06,13991
4,20,16,0.04,8772
4,20,17,0.06,13515
4,20,18,0.13,29781
4,20,19,0.19,42396
4,20,20,0.14,30653
4,20,21,0.11,25817
4,20,22,0.04,9303
4,20,23,0.1,22978
4,21,0,0.13,30352
4,21,1,0.05,11856
4,21,2,0.03,6588
4,21,3,0.02,3498
4,21,4,0.01,1521
4,21,5,0.0,840
4,21,6,0.03,5689
4,21,7,0.05,10844
4,21,8,0.15,33569
4,21,9,0.27,61471
4,21,10,0.14,32312
4,21,11,0.21,46139
4,21,12,0.13,28281
4,21,13,0.12,26283
4,21,14,0.06,13970
4,21,15,0.07,15218
4,21,16,0.03,6078
4,21,17,0.07,15330
4,21,18,0.1,21797
4,21,19,0.17,38063
4,21,20,0.09,20659
4,21,21,0.07,16222
4,21,22,0.06,14412
4,21,23,0.07,15944
4,22,0,0.1,23319
4,22,1,0.04,8254
4,22,2,0.05,10132
4,22,3,0.01,2892
4,22,4,0.01,2378
4,22,5,0.01,1208
4,22,6,0.02,5178
4,22,7,0.09,19152
4,22,8,0.16,35615
4,22,9,0.19,43401
4,22,10,0.14,31259
4,22,11,0.08,17032
4,22,12,0.12,27271
4,22,13,0.06,12723
4,22,14,0.08,17118
4,22,15,0.05,11713
4,22,16,0.04,9779
4,22,17,0.05,11592
4,22,18,0.09,19178
4,22,19,0.18,39556
4,22,20,0.14,31709
4,22,21,0.1,22551
4,22,22,0.06,14010
4,22,23,0.06,12876
4,23,0,0.11,24853
4,23,1,0.06,14459
4,23,2,0.03,6235
4,23,3,0.02,3925
4,23,4,0.01,2069
4,23,5,0.0,1010
4,23,6,0.03,6793
4,23,7,0.1,22702
4,23,8,0.19,42481
4,23,9,0.15,33703
4,23,10,0.21,48298
4,23,11,0.2,44547
4,23,12,0.12,27504
4,23,13,0.12,26599
4,23,14,0.11,25130
4,23,15,0.07,15748
4,23,16,0.04,8881
4,23,17,0.07,15816
4,23,18,0.1,21656
4,23,19,0.15,33638
4,23,20,0.12,26688
4,23,21,0.13,29067
4,23,22,0.04,9974
4,23,23,0.13,28905
4,24,0,0.1,23511
4,24,1,0.04,8153
4,24,2,0.04,9128
4,24,3,0.01,1985
4,24,4,0.01,2417
4,24,5,0.01,1276
4,24,6,0.02,5341
4,24,7,0.08,17236
4,24,8,0.22,49774
4,24,9,0.19,43816
4,24,10,0.14,30733
4,24,11,0.2,45824
4,24,12,0.17,37383
4,24,13,0.09,20918
4,24,14,0.09,20947
4,24,15,0.07,16745
4,24,16,0.03,6808
4,24,17,0.05,11018
4,24,18,0.12,27330
4,24,19,0.21,47524
4,24,20,0.15,33376
4,24,21,0.07,16302
4,24,22,0.08,18768
4,24,23,0.08,18125
4,25,0,0.09,19148
4,25,1,0.06,13612
4,25,2,0.05,11608
4,25,3,0.02,5072
4,25,4,0.01,2307
4,25,5,0.01,1166
4,25,6,0.03,6338
4,25,7,0.08,19052
4,25,8,0.05,12292
4,25,9,0.21,46438
4,25,10,0.2,44319
4,25,11,0.11,23816
4,25,12,0.12,27501
4,25,13,0.09,19831
4,25,14,0.11,24057
4,25,15,0.08,17470
4,25,16,0.03,7386
4,25,17,0.05,12066
4,25,18,0.09,20513
4,25,19,0.13,29663
4,25,20,0.14,30685
4,25,21,0.08,16937
4,25,22,0.04,8995
4,25,23,0.11,24152
4,26,0,0.11,24188
4,26,1,0.04,10018
4,26,2,0.05,10231
4,26,3,0.02,3520
4,26,4,0.01,2222
4,26,5,0.01,1259
4,26,6,0.03,6217
4,26,7,0.08,18620
4,26,8,0.13,29121
4,26,9,0.21,47694
4,26,10,0.18,39647
4,26,11,0.12,27197
4,26,12,0.11,23970
4,26,13,0.06,12808
4,26,14,0.07,14666
4,26,15,0.05,11646
4,26,16,0.03,7824
4,26,17,0.05,11782
4,26,18,0.09,20576
4,26,19,0.17,37446
4,26,20,0.16,35655
4,26,21,0.08,17504
4,26,22,0.04,8767
4,26,23,0.07,15454
4,27,0,0.08,18353
4,27,1,0.05,11436
4,27,2,0.03,6750
4,27,3,0.01,2825
4,27,4,0.01,1852
4,27,5,0.0,1092
4,27,6,0.03,7202
4,27,7,0.06,14389
4,27,8,0.13,29986
4,27,9,0.17,38537
4,27,10,0.18,41469
4,27,11,0.12,26346
4,27,12,0.13,28672
4,27,13,0.05,11568
4,27,14,0.07,15216
4,27,15,0.06,13483
4,27,16,0.04,8744
4,27,17,0.09,20982
4,27,18,0.1,22726
4,27,19,0.11,25045
4,27,20,0.13,28560
4,27,21,0.05,11618
4,27,22,0.05,12287
4,27,23,0.07,16546
4,28,0,0.11,25682
4,28,1,0.05,10817
4,28,2,0.04,8116
4,28,3,0.02,3516
4,28,4,0.01,2998
4,28,5,0.0,961
4,28,6,0.04,9142
4,28,7,0.09,20122
4,28,8,0.17,37468
4,28,9,0.24,54781
4,28,10,0.2,45913
4,28,11,0.08,17324
4,28,12,0.1,23330
4,28,13,0.11,25315
4,28,14,0.07,16515
4,28,15,0.04,8134
4,28,16,0.04,8250
4,28,17,0.08,17881
4,28,18,0.12,27414
4,28,19,0.15,32920
4,28,20,0.16,36218
4,28,21,0.08,18984
4,28,22,0.03,7198
4,28,23,0.07,16069
4,29,0,0.13,29065
4,29,1,0.05,11680
4,29,2,0.03,7851
4,29,3,0.02,3866
4,29,4,0.01,3085
4,29,5,0.01,1470
4,29,6,0.04,9747
4,29,7,0.07,16054
4,29,8,0.16,35909
4,29,9,0.14,31140
4,29,10,0.25,57231
4,29,11,0.11,23676
4,29,12,0.12,26438
4,29,13,0.07,15166
4,29,14,0.06,14258
4,29,15,0.04,9915
4,29,16,0.03,7089
4,29,17,0.05,10849
4,29,18,0.08,18034
4,29,19,0.18,40404
4,29,20,0.09,21177
4,29,21,0.1,22051
4,29,22,0.07,16357
4,29,23,0.08,18218
4,30,0,0.08,17148
4,30,1,0.05,11817
4,30,2,0.05,10825
4,30,3,0.02,4383
4,30,4,0.01,1812
4,30,5,0.01,1171
4,30,6,0.02,4542
4,30,7,0.09,19567
4,30,8,0.16,36854
4,30,9,0.21,46298
4,30,10,0.15,33035
4,30,11,0.12,26026
4,30,12,0.13,28432
4,30,13,0.12,27320
4,30,14,0.06,14055
4,30,15,0.06,13976
4,30,16,0.02,3998
4,30,17,0.05,10707
4,30,18,0.09,20737
4,30,19,0.11,25834
4,30,20,0.1,22408
4,30,21,0.08,17410
4,30,22,0.06,13455
4,30,23,0.09,19920
5,1,0,0.03,7471
5,1,1,0.02,4782
5,1,2,0.03,5756
5,1,3,0.02,3781
5,1,4,0.0,531
5,1,5,0.0,742
5,1,6,0.02,4419
5,1,7,0.08,18280
5,1,8,0.11,24528
5,1,9,0.2,44608
5,1,10,0.16,35123
5,1,11,0.06,12684
5,1,12,0.11,24264
5,1,13,0.08,17876
5,1,14,0.07,15294
5,1,15,0.09,20168
5,1,16,0.01,3250
5,1,17,0.06,14566
5,1,18,0.07,15744
5,1,19,0.13,29090
5,1,20,0.1,23478
5,1,21,0.07,15164
5,1,22,0.04,8728
5,1,23,0.08,18360
5,2,0,0.05,10529
5,2,1,0.05,12087
5,2,2,0.03,6079
5,2,3,0.01,2434
5,2,4,0.01,1505
5,2,5,0.0,1115
5,2,6,0.02,4408
5,2,7,0.07,14786
5,2,8,0.1,22181
5,2,9,0.22,48424
5,2,10,0.18,39739
5,2,11,0.18,39683
5,2,12,0.09,19462
5,2,13,0.09,19798
5,2,14,0.06,13903
5,2,15,0.06,13475
5,2,16,0.02,5566
5,2,17,0.05,12073
5,2,18,0.07,16137
5,2,19,0.12,26705
5,2,20,0.11,24292
5,2,21,0.08,18032
5,2,22,0.04,9882
5,2,23,0.08,17873
5,3,0,0.11,23655
5,3,1,0.06,12685
5,3,2,0.04,8259
5,3,3,0.01,3006
5,3,4,0.01,1319
5,3,5,0.0,1051
5,3,6,0.03,6203
5,3,7,0.08,18566
5,3,8,0.1,23042
5,3,9,0.17,38374
5,3,10,0.09,20020
5,3,11,0.11,24477
5,3,12,0.11,25427
5,3,13,0.07,14984
5,3,14,0.07,15743
5,3,15,0.04,9693
5,3,16,0.03,7335
5,3,17,0.03,7257
5,3,18,0.08,17324
5,3,19,0.03,6845
5,3,20,0.1,22638
5,3,21,0.04,10048
5,3,22,0.06,13246
5,3,23,0.09,20259
5,4,0,0.08,18942
5,4,1,0.06,14048
5,4,2,0.02,5175
5,4,3,0.02,4875
5,4,4,0.01,2092
5,4,5,0.0,798
5,4,6,0.03,6534
5,4,7,0.04,9817
5,4,8,0.1,21546
5,4,9,0.15,34516
5,4,10,0.13,29439
5,4,11,0.09,19971
5,4,12,0.12,26579
5,4,13,0.07,15865
5,4,14,0.07,14766
5,4,15,0.04,8726
5,4,16,0.02,3697
5,4,17,0.05,10865
5,4,18,0.04,8853
5,4,19,0.12,26675
5,4,20,0.07,15624
5,4,21,0.11,25390
5,4,22,0.06,12496
5,4,23,0.08,17411
5,5,0,0.1,22322
5,5,1,0.04,8024
5,5,2,0.03,7707
5,5,3,0.02,3562
5,5,4,0.01,1808
5,5,5,0.0,1118
5,5,6,0.03,6021
5,5,7,0.06,14550
5,5,8,0.07,15912
5,5,9,0.14,30939
5,5,10,0.15,32885
5,5,11,0.12,27774
5,5,12,0.06,14604
5,5,13,0.12,27190
5,5,14,0.08,18715
5,5,15,0.05,11710
5,5,16,0.03,6907
5,5,17,0.04,9638
5,5,18,0.06,12926
5,5,19,0.12,27666
5,5,20,0.11,25278
5,5,21,0.05,11697
5,5,22,0.05,11028
5,5,23,0.07,16304
5,6,0,0.04,8872
5,6,1,0.04,7988
5,6,2,0.03,6083
5,6,3,0.02,4994
5,6,4,0.01,1932
5,6,5,0.0,565
5,6,6,0.03,5707
5,6,7,0.04,8321
5,6,8,0.15,34486
5,6,9,0.16,35915
5,6,10,0.15,33131
5,6,11,0.16,36136
5,6,12,0.06,13805
5,6,13,0.05,11038
5,6,14,0.05,11590
5,6,15,0.06,12820
5,6,16,0.02,4208
5,6,17,0.01,2971
5,6,18,0.07,15049
5,6,19,0.14,30884
5,6,20,0.14,30874
5,6,21,0.07,14999
5,6,22,0.04,9131
5,6,23,0.1,21856
5,7,0,0.04,9034
5,7,1,0.04,9189
5,7,2,0.03,7108
5,7,3,0.02,3774
5,7,4,0.01,1480
5,7,5,0.0,855
5,7,6,0.01,1923
5,7,7,0.05,11337
5,7,8,0.13,30217
5,7,9,0.14,30713
5,7,10,0.15,34426
5,7,11,0.13,30172
5,7,12,0.08,18612
5,7,13,0.08,17686
5,7,14,0.05,10304
5,7,15,0.04,9652
5,7,16,0.03,7820
5,7,17,0.05,10577
5,7,18,0.06,14475
5,7,19,0.13,28662
5,7,20,0.12,27990
5,7,21,0.04,8270
5,7,22,0.06,13127
5,7,23,0.07,15537
5,8,0,0.08,18767
5,8,1,0.06,13224
5,8,2,0.02,4458
5,8,3,0.01,2791
5,8,4,0.01,1574
5,8,5,0.0,682
5,8,6,0.03,7296
5,8,7,0.05,10664
5,8,8,0.1,23371
5,8,9,0.19,42791
5,8,10,0.11,23730
5,8,11,0.11,24456
5,8,12,0.1,21971
5,8,13,0.07,15551
5,8,14,0.06,13253
5,8,15,0.04,8831
5,8,16,0.02,4216
5,8,17,0.05,10996
5,8,18,0.11,24405
5,8,19,0.12,27265
5,8,20,0.11,25085
5,8,21,0.09,19900
5,8,22,0.03,6948
5,8,23,0.11,24182
5,9,0,0.08,17821
5,9,1,0.06,14330
5,9,2,0.02,5542
5,9,3,0.02,4934
5,9,4,0.01,2025
5,9,5,0.0,965
5,9,6,0.02,5387
5,9,7,0.06,12727
5,9,8,0.16,35286
5,9,9,0.19,42139
5,9,10,0.08,17242
5,9,11,0.09,19560
5,9,12,0.09,19409
5,9,13,0.08,18277
5,9,14,0.06,13378
5,9,15,0.06,13279
5,9,16,0.02,3475
5,9,17,0.05,10543
5,9,18,0.04,9253
5,9,19,0.14,32295
5,9,20,0.1,23187
5,9,21,0.08,18742
5,9,22,0.04,7980
5,9,23,0.1,22388
5,10,0,0.1,21380
5,10,1,0.05,11662
5,10,2,0.03,6565
5,10,3,0.02,3884
5,10,4,0.01,1396
5,10,5,0.0,1030
5,10,6,0.03,7187
5,10,7,0.08,17202
5,10,8,0.1,22190
5,10,9,0.2,44389
5,10,10,0.1,22958
5,10,11,0.14,31024
5,10,12,0.1,22648
5,10,13,0.04,9033
5,10,14,0.04,9629
5,10,15,0.04,9457
5,10,16,0.03,6275
5,10,17,0.03,7100
5,10,18,0.08,18612
5,10,19,0.13,28847
5,10,20,0.1,22594
5,10,21,0.06,13758
5,10,22,0.06,12846
5,10,23,0.11,23983
5,11,0,0.07,14912
5,11,1,0.04,8620
5,11,2,0.03,7618
5,11,3,0.01,3089
5,11,4,0.01,1637
5,11,5,0.0,1005
5,11,6,0.01,2660
5,11,7,0.08,18043
5,11,8,0.12,27633
5,11,9,0.16,36522
5,11,10,0.15,33169
5,11,11,0.12,26885
5,11,12,0.05,11545
5,11,13,0.1,23302
5,11,14,0.06,13710
5,11,15,0.05,11305
5,11,16,0.04,8399
5,11,17,0.03,7579
5,11,18,0.08,18971
5,11,19,0.11,25324
5,11,20,0.13,28775
5,11,21,0.04,7942
5,11,22,0.04,9925
5,11,23,0.06,14406
5,12,0,0.08,18796
5,12,1,0.05,11374
5,12,2,0.02,5585
5,12,3,0.01,2789
5,12,4,0.01,1649
5,12,5,0.0,658
5,12,6,0.03,6160
5,12,7,0.05,12318
5,12,8,0.03,7416
5,12,9,0.16,36896
5,12,10,0.11,25117
5,12,11,0.07,16072
5,12,12,0.06,14058
5,12,13,0.08,17427
5,12,14,0.08,18078
5,12,15,0.05,10974
5,12,16,0.03,5756
5,12,17,0.05,11338
5,12,18,0.07,15016
5,12,19,0.1,22427
5,12,20,0.08,16894
5,12,21,0.04,9534
5,12,22,0.04,9185
5,12,23,0.08,17633
5,13,0,0.07,16553
5,13,1,0.04,9119
5,13,2,0.02,5181
5,13,3,0.02,3908
5,13,4,0.01,1138
5,13,5,0.0,1013
5,13,6,0.02,3814
5,13,7,0.05,11017
5,13,8,0.08,17188
5,13,9,0.16,35607
5,13,10,0.19,42197
5,13,11,0.14,30639
5,13,12,0.11,25334
5,13,13,0.09,19177
5,13,14,0.04,9826
5,13,15,0.04,9336
5,13,16,0.02,5462
5,13,17,0.06,13563
5,13,18,0.05,11887
5,13,19,0.15,33204
5,13,20,0.13,29049
5,13,21,0.11,24721
5,13,22,0.04,9135
5,13,23,0.09,19983
5,14,0,0.12,26638
5,14,1,0.04,8606
5,14,2,0.02,4181
5,14,3,0.01,1798
5,14,4,0.01,1999
5,14,5,0.0,449
5,14,6,0.02,4615
5,14,7,0.07,15054
5,14,8,0.13,28397
5,14,9,0.2,45040
5,14,10,0.16,35811
5,14,11,0.16,35817
5,14,12,0.07,15509
5,14,13,0.06,14092
5,14,14,0.05,10949
5,14,15,0.05,12290
5,14,16,0.04,8312
5,14,17,0.05,11326
5,14,18,0.1,21981
5,14,19,0.09,19147
5,14,20,0.15,33646
5,14,21,0.1,23422
5,14,22,0.05,12049
5,14,23,0.11,24519
5,15,0,0.04,9937
5,15,1,0.04,8843
5,15,2,0.02,5538
5,15,3,0.02,4004
5,15,4,0.01,1251
5,15,5,0.0,1009
5,15,6,0.03,6832
5,15,7,0.07,15929
5,15,8,0.13,29066
5,15,9,0.14,30656
5,15,10,0.12,26743
5,15,11,0.16,35619
